,FinalID,StandardisedTraitName,StandardisedTraitDef,StandardisedTraitValue,StandardisedErrorPos,StandardisedErrorNeg,ConTemp,ConTempUnit,uniqueID,Temp(kel),1/kT
6887,MTD3894,respiration rate,NA,7.6221496e-07,NA,NA,12,celsius,923,285.15,40.6962023865
6888,MTD3894,respiration rate,NA,9.674267e-07,NA,NA,15,celsius,923,288.15,40.2725042878
6889,MTD3894,respiration rate,NA,1.1530944e-06,NA,NA,18,celsius,923,291.15,39.8575377315
6890,MTD3894,respiration rate,NA,1.3973942e-06,NA,NA,21,celsius,923,294.15,39.4510355619
6891,MTD3894,respiration rate,NA,1.7003257e-06,NA,NA,24,celsius,923,297.15,39.0527414118
6892,MTD3894,respiration rate,NA,2.120521e-06,NA,NA,27,celsius,923,300.15,38.6624091638
6893,MTD3894,respiration rate,NA,2.5211725e-06,NA,NA,30,celsius,923,303.15,38.2798024427
6894,MTD3894,respiration rate,NA,3.1172638e-06,NA,NA,33,celsius,923,306.15,37.9046941386
6895,MTD3894,respiration rate,NA,3.4690554e-06,NA,NA,36,celsius,923,309.15,37.5368659567
6896,MTD3894,respiration rate,NA,3.899e-06,NA,NA,39,celsius,923,312.15,37.1761079946
6897,MTD3895,respiration rate,NA,4.57329e-06,NA,NA,9,celsius,924,282.15,41.1289105459
6898,MTD3895,respiration rate,NA,8.306189e-07,NA,NA,12,celsius,924,285.15,40.6962023865
6899,MTD3895,respiration rate,NA,1.0553746e-06,NA,NA,15,celsius,924,288.15,40.2725042878
6900,MTD3895,respiration rate,NA,1.2996743e-06,NA,NA,18,celsius,924,291.15,39.8575377315
6901,MTD3895,respiration rate,NA,1.6221498e-06,NA,NA,21,celsius,924,294.15,39.4510355619
6902,MTD3895,respiration rate,NA,1.9837134e-06,NA,NA,24,celsius,924,297.15,39.0527414118
6903,MTD3895,respiration rate,NA,2.149837e-06,NA,NA,27,celsius,924,300.15,38.6624091638
6904,MTD3895,respiration rate,NA,2.5504887e-06,NA,NA,30,celsius,924,303.15,38.2798024427
6905,MTD3895,respiration rate,NA,3.1856678e-06,NA,NA,33,celsius,924,306.15,37.9046941386
6906,MTD3895,respiration rate,NA,3.9478827e-06,NA,NA,36,celsius,924,309.15,37.5368659567
6907,MTD3895,respiration rate,NA,4.57329e-06,NA,NA,39,celsius,924,312.15,37.1761079946
6908,MTD3968,respiration rate,NA,0.0002682767,NA,NA,15,celsius,993,288.15,40.2725042878
6909,MTD3968,respiration rate,NA,7.37929608586e-06,NA,NA,20,celsius,993,293.15,39.5856118387
6910,MTD3968,respiration rate,NA,1.12606142677e-05,NA,NA,25,celsius,993,298.15,38.9217578753
6911,MTD3968,respiration rate,NA,1.59565290404e-05,NA,NA,30,celsius,993,303.15,38.2798024427
6912,MTD3968,respiration rate,NA,2.07003617424e-05,NA,NA,35,celsius,993,308.15,37.6586795733
6913,MTD3969,respiration rate,NA,0.0001651889,NA,NA,15,celsius,994,288.15,40.2725042878
6914,MTD3969,respiration rate,NA,5.70218308081e-06,NA,NA,20,celsius,994,293.15,39.5856118387
6915,MTD3969,respiration rate,NA,7.95430618687e-06,NA,NA,25,celsius,994,298.15,38.9217578753
6916,MTD3969,respiration rate,NA,1.03980984848e-05,NA,NA,30,celsius,994,303.15,38.2798024427
6917,MTD3969,respiration rate,NA,1.27460561869e-05,NA,NA,35,celsius,994,308.15,37.6586795733
6918,MTD3970,respiration rate,NA,0.0001949974,NA,NA,15,celsius,995,288.15,40.2725042878
6919,MTD3970,respiration rate,NA,6.51678030303e-06,NA,NA,20,celsius,995,293.15,39.5856118387
6920,MTD3970,respiration rate,NA,8.38556376263e-06,NA,NA,25,celsius,995,298.15,38.9217578753
6921,MTD3970,respiration rate,NA,1.2219e-05,NA,NA,30,celsius,995,303.15,38.2798024427
6922,MTD3970,respiration rate,NA,1.50460965909e-05,NA,NA,35,celsius,995,308.15,37.6586795733
6923,MTD3971,respiration rate,NA,0.0003329929,NA,NA,15,celsius,996,288.15,40.2725042878
6924,MTD3971,respiration rate,NA,9.797e-06,NA,NA,20,celsius,996,293.15,39.5856118387
6925,MTD3971,respiration rate,NA,1.36205239899e-05,NA,NA,25,celsius,996,298.15,38.9217578753
6926,MTD3971,respiration rate,NA,2.00904608586e-05,NA,NA,30,celsius,996,303.15,38.2798024427
6927,MTD3971,respiration rate,NA,2.5693895202e-05,NA,NA,35,celsius,996,308.15,37.6586795733
6928,MTD3972,respiration rate,NA,0.0002089382,NA,NA,15,celsius,997,288.15,40.2725042878
6929,MTD3972,respiration rate,NA,6.6703270202e-06,NA,NA,20,celsius,997,293.15,39.5856118387
6930,MTD3972,respiration rate,NA,9.14783270202e-06,NA,NA,25,celsius,997,298.15,38.9217578753
6931,MTD3972,respiration rate,NA,1.28749343434e-05,NA,NA,30,celsius,997,303.15,38.2798024427
6932,MTD3972,respiration rate,NA,1.61217752525e-05,NA,NA,35,celsius,997,308.15,37.6586795733
6933,MTD3973,respiration rate,NA,0.0002625502,NA,NA,15,celsius,998,288.15,40.2725042878
6934,MTD3973,respiration rate,NA,8.25758333333e-06,NA,NA,20,celsius,998,293.15,39.5856118387
6935,MTD3973,respiration rate,NA,1.20818510101e-05,NA,NA,25,celsius,998,298.15,38.9217578753
6936,MTD3973,respiration rate,NA,1.63863781566e-05,NA,NA,30,celsius,998,303.15,38.2798024427
6937,MTD3973,respiration rate,NA,2.02585037879e-05,NA,NA,35,celsius,998,308.15,37.6586795733
6938,MTD3974,respiration rate,NA,0.0002196866,NA,NA,15,celsius,999,288.15,40.2725042878
6939,MTD3974,respiration rate,NA,8.08157323232e-06,NA,NA,20,celsius,999,293.15,39.5856118387
6940,MTD3974,respiration rate,NA,1.13102563131e-05,NA,NA,25,celsius,999,298.15,38.9217578753
6941,MTD3974,respiration rate,NA,1.47787386364e-05,NA,NA,30,celsius,999,303.15,38.2798024427
6942,MTD3974,respiration rate,NA,1.69511262626e-05,NA,NA,35,celsius,999,308.15,37.6586795733
6943,MTD3975,respiration rate,NA,0.0001524862,NA,NA,15,celsius,1000,288.15,40.2725042878
6944,MTD3975,respiration rate,NA,6.49707133838e-06,NA,NA,20,celsius,1000,293.15,39.5856118387
6945,MTD3975,respiration rate,NA,8.09324431818e-06,NA,NA,25,celsius,1000,298.15,38.9217578753
6946,MTD3975,respiration rate,NA,9.6896584596e-06,NA,NA,30,celsius,1000,303.15,38.2798024427
6947,MTD3975,respiration rate,NA,1.17659103535e-05,NA,NA,35,celsius,1000,308.15,37.6586795733
6948,MTD3976,respiration rate,NA,0.0002153313,NA,NA,15,celsius,1001,288.15,40.2725042878
6949,MTD3976,respiration rate,NA,7.64938131313e-06,NA,NA,20,celsius,1001,293.15,39.5856118387
6950,MTD3976,respiration rate,NA,9.91778598485e-06,NA,NA,25,celsius,1001,298.15,38.9217578753
6951,MTD3976,respiration rate,NA,1.25702531566e-05,NA,NA,30,celsius,1001,303.15,38.2798024427
6952,MTD3976,respiration rate,NA,1.66150694444e-05,NA,NA,35,celsius,1001,308.15,37.6586795733
6953,MTD3977,respiration rate,NA,0.0002450024,NA,NA,15,celsius,1002,288.15,40.2725042878
6954,MTD3977,respiration rate,NA,9.064e-06,NA,NA,20,celsius,1002,293.15,39.5856118387
6955,MTD3977,respiration rate,NA,1.2916897096e-05,NA,NA,25,celsius,1002,298.15,38.9217578753
6956,MTD3977,respiration rate,NA,1.58622815657e-05,NA,NA,30,celsius,1002,303.15,38.2798024427
6957,MTD3977,respiration rate,NA,1.89045044192e-05,NA,NA,35,celsius,1002,308.15,37.6586795733
6958,MTD3978,respiration rate,NA,0.0001510138,NA,NA,15,celsius,1003,288.15,40.2725042878
6959,MTD3978,respiration rate,NA,6.25035265152e-06,NA,NA,20,celsius,1003,293.15,39.5856118387
6960,MTD3978,respiration rate,NA,7.62175568182e-06,NA,NA,25,celsius,1003,298.15,38.9217578753
6961,MTD3978,respiration rate,NA,9.47023106061e-06,NA,NA,30,celsius,1003,303.15,38.2798024427
6962,MTD3978,respiration rate,NA,1.16522998737e-05,NA,NA,35,celsius,1003,308.15,37.6586795733
6963,MTD3979,respiration rate,NA,0.0002573588,NA,NA,15,celsius,1004,288.15,40.2725042878
6964,MTD3979,respiration rate,NA,9.73262058081e-06,NA,NA,20,celsius,1004,293.15,39.5856118387
6965,MTD3979,respiration rate,NA,1.20588800505e-05,NA,NA,25,celsius,1004,298.15,38.9217578753
6966,MTD3979,respiration rate,NA,1.5576395202e-05,NA,NA,30,celsius,1004,303.15,38.2798024427
6967,MTD3979,respiration rate,NA,1.98579343434e-05,NA,NA,35,celsius,1004,308.15,37.6586795733
6968,MTD3980,respiration rate,NA,0.0001204153,NA,NA,15,celsius,1005,288.15,40.2725042878
6969,MTD3980,respiration rate,NA,2.26609217172e-05,NA,NA,20,celsius,1005,293.15,39.5856118387
6970,MTD3980,respiration rate,NA,1.97e-05,NA,NA,25,celsius,1005,298.15,38.9217578753
6971,MTD3980,respiration rate,NA,1.64783434343e-05,NA,NA,30,celsius,1005,303.15,38.2798024427
6972,MTD3980,respiration rate,NA,9.29130492424e-06,NA,NA,35,celsius,1005,308.15,37.6586795733
6973,MTD3981,respiration rate,NA,0.00030569,NA,NA,15,celsius,1006,288.15,40.2725042878
6974,MTD3981,respiration rate,NA,2.81913926768e-05,NA,NA,20,celsius,1006,293.15,39.5856118387
6975,MTD3981,respiration rate,NA,2.90913636364e-05,NA,NA,25,celsius,1006,298.15,38.9217578753
6976,MTD3981,respiration rate,NA,2.75391433081e-05,NA,NA,30,celsius,1006,303.15,38.2798024427
6977,MTD3981,respiration rate,NA,2.35871906566e-05,NA,NA,35,celsius,1006,308.15,37.6586795733
6978,MTD3982,respiration rate,NA,0.0001264991,NA,NA,15,celsius,1007,288.15,40.2725042878
6979,MTD3982,respiration rate,NA,1.8487e-05,NA,NA,20,celsius,1007,293.15,39.5856118387
6980,MTD3982,respiration rate,NA,1.8134770202e-05,NA,NA,25,celsius,1007,298.15,38.9217578753
6981,MTD3982,respiration rate,NA,1.52261616162e-05,NA,NA,30,celsius,1007,303.15,38.2798024427
6982,MTD3982,respiration rate,NA,9.76073232323e-06,NA,NA,35,celsius,1007,308.15,37.6586795733
6983,MTD3983,respiration rate,NA,0.0001388791,NA,NA,15,celsius,1008,288.15,40.2725042878
6984,MTD3983,respiration rate,NA,2.77016477273e-05,NA,NA,20,celsius,1008,293.15,39.5856118387
6985,MTD3983,respiration rate,NA,2.55414936869e-05,NA,NA,25,celsius,1008,298.15,38.9217578753
6986,MTD3983,respiration rate,NA,1.94482866162e-05,NA,NA,30,celsius,1008,303.15,38.2798024427
6987,MTD3983,respiration rate,NA,1.0716e-05,NA,NA,35,celsius,1008,308.15,37.6586795733
6988,MTD3984,respiration rate,NA,0.000251545,NA,NA,15,celsius,1009,288.15,40.2725042878
6989,MTD3984,respiration rate,NA,2.81673699495e-05,NA,NA,20,celsius,1009,293.15,39.5856118387
6990,MTD3984,respiration rate,NA,2.8335407197e-05,NA,NA,25,celsius,1009,298.15,38.9217578753
6991,MTD3984,respiration rate,NA,2.58646275253e-05,NA,NA,30,celsius,1009,303.15,38.2798024427
6992,MTD3984,respiration rate,NA,1.94093358586e-05,NA,NA,35,celsius,1009,308.15,37.6586795733
6993,MTD3985,respiration rate,NA,0.0001563122,NA,NA,15,celsius,1010,288.15,40.2725042878
6994,MTD3985,respiration rate,NA,2.50109457071e-05,NA,NA,20,celsius,1010,293.15,39.5856118387
6995,MTD3985,respiration rate,NA,2.4765147096e-05,NA,NA,25,celsius,1010,298.15,38.9217578753
6996,MTD3985,respiration rate,NA,2.02758156566e-05,NA,NA,30,celsius,1010,303.15,38.2798024427
6997,MTD3985,respiration rate,NA,1.20611237374e-05,NA,NA,35,celsius,1010,308.15,37.6586795733
6998,MTD3986,respiration rate,NA,0.0001427341,NA,NA,15,celsius,1011,288.15,40.2725042878
6999,MTD3986,respiration rate,NA,1.97995340909e-05,NA,NA,20,celsius,1011,293.15,39.5856118387
7000,MTD3986,respiration rate,NA,1.6974e-05,NA,NA,25,celsius,1011,298.15,38.9217578753
7001,MTD3986,respiration rate,NA,1.46645669192e-05,NA,NA,30,celsius,1011,303.15,38.2798024427
7002,MTD3986,respiration rate,NA,1.10134362374e-05,NA,NA,35,celsius,1011,308.15,37.6586795733
7003,MTD3987,respiration rate,NA,0.0002249976,NA,NA,15,celsius,1012,288.15,40.2725042878
7004,MTD3987,respiration rate,NA,2.40826590909e-05,NA,NA,20,celsius,1012,293.15,39.5856118387
7005,MTD3987,respiration rate,NA,2.40437790404e-05,NA,NA,25,celsius,1012,298.15,38.9217578753
7006,MTD3987,respiration rate,NA,2.11667323232e-05,NA,NA,30,celsius,1012,303.15,38.2798024427
7007,MTD3987,respiration rate,NA,1.73609242424e-05,NA,NA,35,celsius,1012,308.15,37.6586795733
7008,MTD3988,respiration rate,NA,0.0001427341,NA,NA,15,celsius,1013,288.15,40.2725042878
7009,MTD3988,respiration rate,NA,2.04186609848e-05,NA,NA,20,celsius,1013,293.15,39.5856118387
7010,MTD3988,respiration rate,NA,1.92447380051e-05,NA,NA,25,celsius,1013,298.15,38.9217578753
7011,MTD3988,respiration rate,NA,1.64709027778e-05,NA,NA,30,celsius,1013,303.15,38.2798024427
7012,MTD3988,respiration rate,NA,1.10134362374e-05,NA,NA,35,celsius,1013,308.15,37.6586795733
7013,MTD3989,respiration rate,NA,0.000158017,NA,NA,15,celsius,1014,288.15,40.2725042878
7014,MTD3989,respiration rate,NA,2.39517424242e-05,NA,NA,20,celsius,1014,293.15,39.5856118387
7015,MTD3989,respiration rate,NA,2.23908036616e-05,NA,NA,25,celsius,1014,298.15,38.9217578753
7016,MTD3989,respiration rate,NA,1.84364242424e-05,NA,NA,30,celsius,1014,303.15,38.2798024427
7017,MTD3989,respiration rate,NA,1.21926679293e-05,NA,NA,35,celsius,1014,308.15,37.6586795733
7018,MTD3990,respiration rate,NA,0.0001789211,NA,NA,15,celsius,1015,288.15,40.2725042878
7019,MTD3990,respiration rate,NA,2.24948674242e-05,NA,NA,20,celsius,1015,293.15,39.5856118387
7020,MTD3990,respiration rate,NA,2.28070536616e-05,NA,NA,25,celsius,1015,298.15,38.9217578753
7021,MTD3990,respiration rate,NA,1.94770505051e-05,NA,NA,30,celsius,1015,303.15,38.2798024427
7022,MTD3990,respiration rate,NA,1.38056376263e-05,NA,NA,35,celsius,1015,308.15,37.6586795733
7023,MTD3991,respiration rate,NA,0.000126998,NA,NA,15,celsius,1016,288.15,40.2725042878
7024,MTD3991,respiration rate,NA,1.79681420455e-05,NA,NA,20,celsius,1016,293.15,39.5856118387
7025,MTD3991,respiration rate,NA,1.71356414141e-05,NA,NA,25,celsius,1016,298.15,38.9217578753
7026,MTD3991,respiration rate,NA,1.40137638889e-05,NA,NA,30,celsius,1016,303.15,38.2798024427
7027,MTD3991,respiration rate,NA,9.79922853535e-06,NA,NA,35,celsius,1016,308.15,37.6586795733
7028,MTD3994,respiration rate,NA,0.0052034469,NA,NA,10,celsius,1019,283.15,40.9836556967
7029,MTD3994,respiration rate,NA,1.37853333333e-06,NA,NA,15,celsius,1019,288.15,40.2725042878
7030,MTD3994,respiration rate,NA,2.11983933081e-06,NA,NA,20,celsius,1019,293.15,39.5856118387
7031,MTD3994,respiration rate,NA,2.72278895202e-06,NA,NA,25,celsius,1019,298.15,38.9217578753
7032,MTD3994,respiration rate,NA,3.48138926768e-06,NA,NA,30,celsius,1019,303.15,38.2798024427
7033,MTD3994,respiration rate,NA,4.015e-06,NA,NA,35,celsius,1019,308.15,37.6586795733
7034,MTD3995,respiration rate,NA,0.0040827602,NA,NA,10,celsius,1020,283.15,40.9836556967
7035,MTD3995,respiration rate,NA,1.06723162879e-06,NA,NA,15,celsius,1020,288.15,40.2725042878
7036,MTD3995,respiration rate,NA,1.54911931818e-06,NA,NA,20,celsius,1020,293.15,39.5856118387
7037,MTD3995,respiration rate,NA,2.13477436869e-06,NA,NA,25,celsius,1020,298.15,38.9217578753
7038,MTD3995,respiration rate,NA,2.35724387626e-06,NA,NA,30,celsius,1020,303.15,38.2798024427
7039,MTD3995,respiration rate,NA,3.15027796717e-06,NA,NA,35,celsius,1020,308.15,37.6586795733
7040,MTD3996,respiration rate,NA,3.4033e-11,NA,NA,8,celsius,1021,281.15,41.2751986858
7041,MTD3996,respiration rate,NA,2.1796e-05,NA,NA,18,celsius,1021,291.15,39.8575377315
7042,MTD3996,respiration rate,NA,4.8011e-05,NA,NA,28,celsius,1021,301.15,38.5340265998
7043,MTD3996,respiration rate,NA,4.674e-06,NA,NA,8,celsius,1021,281.15,41.2751986858
7044,MTD3996,respiration rate,NA,1.3843e-05,NA,NA,18,celsius,1021,291.15,39.8575377315
7045,MTD3996,respiration rate,NA,3.4033e-05,NA,NA,28,celsius,1021,301.15,38.5340265998
7052,MTD3999,respiration rate,NA,5.835e-06,NA,NA,4.68,celsius,1022,277.83,41.7684271336
7053,MTD3999,respiration rate,NA,2.587e-06,NA,NA,9.952,celsius,1022,283.102,40.9906044836
7054,MTD3999,respiration rate,NA,2.713e-06,NA,NA,15.011,celsius,1022,288.161,40.2709669612
7055,MTD3999,respiration rate,NA,3.463e-06,NA,NA,20.071,celsius,1022,293.221,39.5760266506
7056,MTD3999,respiration rate,NA,4.722e-06,NA,NA,24.967,celsius,1022,298.117,38.9260663113
7057,MTD3999,respiration rate,NA,5.835e-06,NA,NA,30.179,celsius,1022,303.329,38.25721283
7058,MTD4000,respiration rate,NA,2.864e-06,NA,NA,4.933,celsius,1023,278.083,41.7304262056
7059,MTD4000,respiration rate,NA,1.251e-06,NA,NA,9.982,celsius,1023,283.132,40.9862612157
7060,MTD4000,respiration rate,NA,1.668e-06,NA,NA,14.95,celsius,1023,288.1,40.2794936151
7061,MTD4000,respiration rate,NA,2.308e-06,NA,NA,19.921,celsius,1023,293.071,39.5962825067
7062,MTD4000,respiration rate,NA,2.864e-06,NA,NA,25.042,celsius,1023,298.192,38.9162757905
7063,MTD4018,respiration rate,NA,1.128e-06,NA,NA,10.613,celsius,1040,283.763,40.895120613
7064,MTD4018,respiration rate,NA,5.91e-07,NA,NA,15.01,celsius,1040,288.16,40.2711067134
7065,MTD4018,respiration rate,NA,6.52e-07,NA,NA,19.333,celsius,1040,292.483,39.6758858139
7066,MTD4018,respiration rate,NA,8.03e-07,NA,NA,24.322,celsius,1040,297.472,39.0104685837
7067,MTD4018,respiration rate,NA,9.39e-07,NA,NA,29.849,celsius,1040,302.999,38.2988792389
7068,MTD4018,respiration rate,NA,1.128e-06,NA,NA,35.176,celsius,1040,308.326,37.6371830806
7069,MTD4021,respiration rate,NA,2.287e-06,NA,NA,16.763,celsius,1043,289.913,40.0276017651
7070,MTD4021,respiration rate,NA,4.16e-07,NA,NA,16.883,celsius,1043,290.033,40.0110405041
7071,MTD4021,respiration rate,NA,8.09e-07,NA,NA,20.817,celsius,1043,293.967,39.4755945753
7072,MTD4021,respiration rate,NA,6.94e-07,NA,NA,21.348,celsius,1043,294.498,39.4044173832
7073,MTD4021,respiration rate,NA,1.168e-06,NA,NA,24.56,celsius,1043,297.71,38.9792822227
7074,MTD4021,respiration rate,NA,1.045e-06,NA,NA,25.301,celsius,1043,298.451,38.8825036958
7075,MTD4021,respiration rate,NA,1.533e-06,NA,NA,28.751,celsius,1043,301.901,38.4381704947
7076,MTD4021,respiration rate,NA,1.751e-06,NA,NA,28.751,celsius,1043,301.901,38.4381704947
7077,MTD4021,respiration rate,NA,2.579e-06,NA,NA,33.071,celsius,1043,306.221,37.8959056058
7078,MTD4021,respiration rate,NA,2.287e-06,NA,NA,33.611,celsius,1043,306.761,37.8291963793
7079,MTD4022,respiration rate,NA,3.283e-06,NA,NA,17.725,celsius,1044,290.875,39.895219976
7080,MTD4022,respiration rate,NA,5.93e-07,NA,NA,18.183,celsius,1044,291.333,39.8325013319
7081,MTD4022,respiration rate,NA,1.138e-06,NA,NA,21.789,celsius,1044,294.939,39.3454989354
7082,MTD4022,respiration rate,NA,1.056e-06,NA,NA,22.209,celsius,1044,295.359,39.2895497023
7083,MTD4022,respiration rate,NA,1.454e-06,NA,NA,25.577,celsius,1044,298.727,38.8465793535
7084,MTD4022,respiration rate,NA,1.643e-06,NA,NA,25.812,celsius,1044,298.962,38.8160438802
7085,MTD4022,respiration rate,NA,2.055e-06,NA,NA,29.32,celsius,1044,302.47,38.3658614425
7086,MTD4022,respiration rate,NA,2.407e-06,NA,NA,30.161,celsius,1044,303.311,38.2594832054
7087,MTD4022,respiration rate,NA,3.179e-06,NA,NA,34.196,celsius,1044,307.346,37.7571925794
7088,MTD4022,respiration rate,NA,3.283e-06,NA,NA,34.456,celsius,1044,307.606,37.7252787999
7125,MTD4097,respiration rate,NA,2.512368e-05,NA,NA,2.212,celsius,1083,275.362,42.1427869877
7126,MTD4097,respiration rate,NA,5.51944444444e-14,NA,NA,10.104,celsius,1083,283.254,40.9686080709
7127,MTD4097,respiration rate,NA,1.14286111111e-13,NA,NA,20.046,celsius,1083,293.196,39.5794011873
7128,MTD4097,respiration rate,NA,1.62566666667e-13,NA,NA,30.21,celsius,1083,303.36,38.2533033706
7129,MTD4097,respiration rate,NA,1.93855555556e-13,NA,NA,37.788,celsius,1083,310.938,37.3210161206
7141,MTD4137,respiration rate,NA,3.846e-06,NA,NA,10,celsius,1117,283.15,40.9836556967
7142,MTD4137,respiration rate,NA,2.025e-06,NA,NA,18,celsius,1117,291.15,39.8575377315
7143,MTD4137,respiration rate,NA,3.506e-06,NA,NA,26,celsius,1117,299.15,38.7916500435
7144,MTD4137,respiration rate,NA,3.572e-06,NA,NA,32,celsius,1117,305.15,38.0289107341
7145,MTD4137,respiration rate,NA,3.251e-06,NA,NA,36,celsius,1117,309.15,37.5368659567
7146,MTD4137,respiration rate,NA,3.846e-06,NA,NA,40,celsius,1117,313.15,37.0573913796
7147,MTD4138,respiration rate,NA,6.47e-07,NA,NA,15.61,celsius,1118,288.76,40.1874293895
7148,MTD4138,respiration rate,NA,3.41e-07,NA,NA,18.58,celsius,1118,291.73,39.7782953776
7149,MTD4138,respiration rate,NA,4.33e-07,NA,NA,21.938,celsius,1118,295.088,39.3256320505
7150,MTD4138,respiration rate,NA,5.3e-07,NA,NA,25.453,celsius,1118,298.603,38.8627110596
7151,MTD4138,respiration rate,NA,6.47e-07,NA,NA,28.965,celsius,1118,302.115,38.4109432187
7152,MTD4139,respiration rate,NA,2.9024e-05,NA,NA,15.685,celsius,1119,288.835,40.176994168
7153,MTD4139,respiration rate,NA,1.8779e-05,NA,NA,18.779,celsius,1119,291.929,39.7511796037
7154,MTD4139,respiration rate,NA,2.2038e-05,NA,NA,22.038,celsius,1119,295.188,39.3123098179
7155,MTD4139,respiration rate,NA,2.5517e-05,NA,NA,25.517,celsius,1119,298.667,38.8543833451
7156,MTD4139,respiration rate,NA,2.9024e-05,NA,NA,29.024,celsius,1119,302.174,38.4034434151
7157,MTD4146,respiration rate,NA,1.0000001773,NA,NA,10.804,celsius,1125,283.954,40.867612749
7158,MTD4146,respiration rate,NA,0.9999997306,NA,NA,11.324,celsius,1125,284.474,40.7929094066
7159,MTD4146,respiration rate,NA,0.9999994474,NA,NA,11.633,celsius,1125,284.783,40.7486476037
7160,MTD4146,respiration rate,NA,0.9999997905,NA,NA,16.386,celsius,1125,289.536,40.0797210382
7161,MTD4146,respiration rate,NA,0.9999998411,NA,NA,16.639,celsius,1125,289.789,40.0447294774
7162,MTD4146,respiration rate,NA,1.0000001566,NA,NA,17.261,celsius,1125,290.411,39.9589619901
7163,MTD4146,respiration rate,NA,0.9999996638,NA,NA,17.29,celsius,1125,290.44,39.9549721475
7164,MTD4146,respiration rate,NA,1.0000002832,NA,NA,17.452,celsius,1125,290.602,39.93269871
7165,MTD4146,respiration rate,NA,1.0000001957,NA,NA,17.615,celsius,1125,290.765,39.9103128317
7166,MTD4146,respiration rate,NA,1.0000001243,NA,NA,20.173,celsius,1125,293.323,39.562264502
7167,MTD4146,respiration rate,NA,1.0000002648,NA,NA,20.306,celsius,1125,293.456,39.5443341098
7168,MTD4146,respiration rate,NA,1.0000001773,NA,NA,20.471,celsius,1125,293.621,39.5221122145
7169,MTD4151,respiration rate,NA,1.1373e-11,NA,NA,5,celsius,1126,278.15,41.7203742963
7170,MTD4151,respiration rate,NA,2.095e-06,NA,NA,10,celsius,1126,283.15,40.9836556967
7171,MTD4151,respiration rate,NA,3.363e-06,NA,NA,15,celsius,1126,288.15,40.2725042878
7172,MTD4151,respiration rate,NA,5.048e-06,NA,NA,20,celsius,1126,293.15,39.5856118387
7173,MTD4151,respiration rate,NA,7.026e-06,NA,NA,25,celsius,1126,298.15,38.9217578753
7174,MTD4151,respiration rate,NA,1.1373e-05,NA,NA,30,celsius,1126,303.15,38.2798024427
7175,MTD4152,respiration rate,NA,1.3074e-11,NA,NA,5,celsius,1127,278.15,41.7203742963
7176,MTD4152,respiration rate,NA,2.154e-06,NA,NA,10,celsius,1127,283.15,40.9836556967
7177,MTD4152,respiration rate,NA,3.287e-06,NA,NA,15,celsius,1127,288.15,40.2725042878
7178,MTD4152,respiration rate,NA,6.167e-06,NA,NA,20,celsius,1127,293.15,39.5856118387
7179,MTD4152,respiration rate,NA,8.233e-06,NA,NA,25,celsius,1127,298.15,38.9217578753
7180,MTD4152,respiration rate,NA,1.3074e-05,NA,NA,30,celsius,1127,303.15,38.2798024427
7181,MTD4153,respiration rate,NA,1.9802e-11,NA,NA,5,celsius,1128,278.15,41.7203742963
7182,MTD4153,respiration rate,NA,2.209e-06,NA,NA,10,celsius,1128,283.15,40.9836556967
7183,MTD4153,respiration rate,NA,4.005e-06,NA,NA,15,celsius,1128,288.15,40.2725042878
7184,MTD4153,respiration rate,NA,7.929e-06,NA,NA,20,celsius,1128,293.15,39.5856118387
7185,MTD4153,respiration rate,NA,1.2505e-05,NA,NA,25,celsius,1128,298.15,38.9217578753
7186,MTD4153,respiration rate,NA,1.9802e-05,NA,NA,30,celsius,1128,303.15,38.2798024427
7187,MTD4154,respiration rate,NA,1.09e-11,NA,NA,5,celsius,1129,278.15,41.7203742963
7188,MTD4154,respiration rate,NA,1.827e-06,NA,NA,10,celsius,1129,283.15,40.9836556967
7189,MTD4154,respiration rate,NA,2.607e-06,NA,NA,15,celsius,1129,288.15,40.2725042878
7190,MTD4154,respiration rate,NA,4.451e-06,NA,NA,20,celsius,1129,293.15,39.5856118387
7191,MTD4154,respiration rate,NA,6.722e-06,NA,NA,25,celsius,1129,298.15,38.9217578753
7192,MTD4154,respiration rate,NA,1.09e-05,NA,NA,30,celsius,1129,303.15,38.2798024427
7193,MTD4155,respiration rate,NA,1.1637e-11,NA,NA,5,celsius,1130,278.15,41.7203742963
7194,MTD4155,respiration rate,NA,2.033e-06,NA,NA,10,celsius,1130,283.15,40.9836556967
7195,MTD4155,respiration rate,NA,2.892e-06,NA,NA,15,celsius,1130,288.15,40.2725042878
7196,MTD4155,respiration rate,NA,5.699e-06,NA,NA,20,celsius,1130,293.15,39.5856118387
7197,MTD4155,respiration rate,NA,7.839e-06,NA,NA,25,celsius,1130,298.15,38.9217578753
7198,MTD4155,respiration rate,NA,1.1637e-05,NA,NA,30,celsius,1130,303.15,38.2798024427
7199,MTD4156,respiration rate,NA,1.2837e-11,NA,NA,5,celsius,1131,278.15,41.7203742963
7200,MTD4156,respiration rate,NA,2.164e-06,NA,NA,10,celsius,1131,283.15,40.9836556967
7201,MTD4156,respiration rate,NA,4.044e-06,NA,NA,15,celsius,1131,288.15,40.2725042878
7202,MTD4156,respiration rate,NA,5.421e-06,NA,NA,20,celsius,1131,293.15,39.5856118387
7203,MTD4156,respiration rate,NA,9.086e-06,NA,NA,25,celsius,1131,298.15,38.9217578753
