,Unnamed: 0,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits,uniqueID,GenusSpecies
643,20790,MTD2509,Dactyliosolen fragilissimus,growth rate,0.81,day^-1,9.375e-06,s^-1,25.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,1.2016600000000002e-13,m^3,9.375e-06,36,Dactyliosolen fragilissimus
644,20791,MTD2509,Dactyliosolen fragilissimus,growth rate,0.84,day^-1,9.72222e-06,s^-1,25.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,1.2016600000000002e-13,m^3,9.722222222222224e-06,36,Dactyliosolen fragilissimus
645,20792,MTD2509,Dactyliosolen fragilissimus,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,30.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,1.2016600000000002e-13,m^3,7.2916666666666674e-06,36,Dactyliosolen fragilissimus
646,20794,MTD2510,Desmidium swartzii,growth rate,0.08,day^-1,9.25926e-07,s^-1,10.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,swartzii,3.93e-14,m^3,9.25925925925926e-07,37,Desmidium swartzii
647,20795,MTD2510,Desmidium swartzii,growth rate,0.12,day^-1,1.38889e-06,s^-1,14.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,swartzii,3.93e-14,m^3,1.3888888888888887e-06,37,Desmidium swartzii
648,20796,MTD2510,Desmidium swartzii,growth rate,0.12,day^-1,1.38889e-06,s^-1,20.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,swartzii,3.93e-14,m^3,1.3888888888888887e-06,37,Desmidium swartzii
649,20797,MTD2510,Desmidium swartzii,growth rate,0.15,day^-1,1.7361099999999996e-06,s^-1,24.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,swartzii,3.93e-14,m^3,1.736111111111111e-06,37,Desmidium swartzii
650,20798,MTD2510,Desmidium swartzii,growth rate,0.13,day^-1,1.50463e-06,s^-1,30.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,swartzii,3.93e-14,m^3,1.5046296296296296e-06,37,Desmidium swartzii
651,20799,MTD2510,Desmidium swartzii,growth rate,0.03,day^-1,3.47222e-07,s^-1,35.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,swartzii,3.93e-14,m^3,3.472222222222222e-07,37,Desmidium swartzii
655,20804,MTD2512,Detonula confervacea,growth rate,0.35,day^-1,4.05093e-06,s^-1,2.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,4.050925925925926e-06,38,Detonula confervacea
656,20805,MTD2512,Detonula confervacea,growth rate,0.35,day^-1,4.05093e-06,s^-1,2.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,4.050925925925926e-06,38,Detonula confervacea
657,20806,MTD2512,Detonula confervacea,growth rate,0.4,day^-1,4.62963e-06,s^-1,2.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,4.6296296296296296e-06,38,Detonula confervacea
658,20807,MTD2512,Detonula confervacea,growth rate,0.67,day^-1,7.75463e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,7.75462962962963e-06,38,Detonula confervacea
659,20808,MTD2512,Detonula confervacea,growth rate,0.87,day^-1,1.00694e-05,s^-1,7.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,1.0069444444444445e-05,38,Detonula confervacea
660,20809,MTD2512,Detonula confervacea,growth rate,0.9,day^-1,1.04167e-05,s^-1,7.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,1.0416666666666666e-05,38,Detonula confervacea
661,20810,MTD2512,Detonula confervacea,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,3.819444444444443e-06,38,Detonula confervacea
662,20811,MTD2512,Detonula confervacea,growth rate,0.69,day^-1,7.98611e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,7.98611111111111e-06,38,Detonula confervacea
663,20812,MTD2512,Detonula confervacea,growth rate,1.04,day^-1,1.2037e-05,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Detonula,confervacea,2.9899999999999997e-15,m^3,1.2037037037037035e-05,38,Detonula confervacea
669,20822,MTD2514,Dinobryon divergens,growth rate,0.14,day^-1,1.62037e-06,s^-1,2.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,1.6203703703703703e-06,39,Dinobryon divergens
670,20823,MTD2514,Dinobryon divergens,growth rate,0.2,day^-1,2.31481e-06,s^-1,5.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,2.3148148148148148e-06,39,Dinobryon divergens
671,20824,MTD2514,Dinobryon divergens,growth rate,0.3,day^-1,3.47222e-06,s^-1,8.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,3.472222222222222e-06,39,Dinobryon divergens
672,20825,MTD2514,Dinobryon divergens,growth rate,0.35,day^-1,4.05093e-06,s^-1,11.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,4.050925925925926e-06,39,Dinobryon divergens
673,20826,MTD2514,Dinobryon divergens,growth rate,0.46,day^-1,5.324069999999998e-06,s^-1,14.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,5.324074074074074e-06,39,Dinobryon divergens
674,20827,MTD2514,Dinobryon divergens,growth rate,0.46,day^-1,5.324069999999998e-06,s^-1,17.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,5.324074074074074e-06,39,Dinobryon divergens
675,20828,MTD2514,Dinobryon divergens,growth rate,0.5,day^-1,5.7870000000000015e-06,s^-1,17.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,5.787037037037038e-06,39,Dinobryon divergens
676,20829,MTD2514,Dinobryon divergens,growth rate,0.39,day^-1,4.51389e-06,s^-1,20.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,4.513888888888889e-06,39,Dinobryon divergens
677,20830,MTD2514,Dinobryon divergens,growth rate,0.26,day^-1,3.00926e-06,s^-1,25.0,celsius,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,2.34e-16,m^3,3.0092592592592593e-06,39,Dinobryon divergens
678,20832,MTD2515,Ditylum brightwellii,growth rate,0.15,day^-1,1.7361099999999996e-06,s^-1,0.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.9e-14,m^3,1.736111111111111e-06,40,Ditylum brightwellii
679,20833,MTD2515,Ditylum brightwellii,growth rate,0.56,day^-1,6.48148e-06,s^-1,6.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.01e-14,m^3,6.481481481481483e-06,40,Ditylum brightwellii
680,20834,MTD2515,Ditylum brightwellii,growth rate,1.12,day^-1,1.2963e-05,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.26e-14,m^3,1.2962962962962966e-05,40,Ditylum brightwellii
681,20835,MTD2515,Ditylum brightwellii,growth rate,1.05,day^-1,1.21528e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,2.75e-13,m^3,1.215277777777778e-05,40,Ditylum brightwellii
682,20836,MTD2515,Ditylum brightwellii,growth rate,0.64,day^-1,7.407410000000001e-06,s^-1,26.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.26e-14,m^3,7.407407407407407e-06,40,Ditylum brightwellii
683,20837,MTD2515,Ditylum brightwellii,growth rate,1.08,day^-1,1.25e-05,s^-1,30.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,2.82e-13,m^3,1.25e-05,40,Ditylum brightwellii
684,20838,MTD2516,Ditylum brightwellii,growth rate,0.41,day^-1,4.74537e-06,s^-1,9.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,2.62e-14,m^3,4.7453703703703705e-06,41,Ditylum brightwellii
685,20839,MTD2516,Ditylum brightwellii,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,2.32e-14,m^3,7.2916666666666674e-06,41,Ditylum brightwellii
686,20840,MTD2516,Ditylum brightwellii,growth rate,0.5,day^-1,5.7870000000000015e-06,s^-1,13.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.21e-14,m^3,5.787037037037038e-06,41,Ditylum brightwellii
687,20841,MTD2516,Ditylum brightwellii,growth rate,0.69,day^-1,7.98611e-06,s^-1,16.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.21e-14,m^3,7.98611111111111e-06,41,Ditylum brightwellii
688,20842,MTD2516,Ditylum brightwellii,growth rate,0.73,day^-1,8.44907e-06,s^-1,20.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.21e-14,m^3,8.449074074074074e-06,41,Ditylum brightwellii
689,20843,MTD2516,Ditylum brightwellii,growth rate,0.68,day^-1,7.87037e-06,s^-1,25.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,1.21e-14,m^3,7.87037037037037e-06,41,Ditylum brightwellii
694,20848,MTD2518,Emiliania huxleyi R strain TQ26,growth rate,0.31,day^-1,3.588e-06,s^-1,6.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,3.5879629629629633e-06,42,Pontosphaera huxleyi
695,20849,MTD2518,Emiliania huxleyi R strain TQ26,growth rate,0.21,day^-1,2.43056e-06,s^-1,9.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,2.430555555555556e-06,42,Pontosphaera huxleyi
696,20850,MTD2518,Emiliania huxleyi R strain TQ26,growth rate,0.66,day^-1,7.638889999999997e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.638888888888887e-06,42,Pontosphaera huxleyi
697,20851,MTD2518,Emiliania huxleyi R strain TQ26,growth rate,0.95,day^-1,1.09954e-05,s^-1,15.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.099537037037037e-05,42,Pontosphaera huxleyi
698,20852,MTD2518,Emiliania huxleyi R strain TQ26,growth rate,1.38,day^-1,1.59722e-05,s^-1,20.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.597222222222222e-05,42,Pontosphaera huxleyi
699,20853,MTD2518,Emiliania huxleyi R strain TQ26,growth rate,0.79,day^-1,9.14352e-06,s^-1,25.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,9.143518518518519e-06,42,Pontosphaera huxleyi
700,20854,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,0.25,day^-1,2.893520000000001e-06,s^-1,6.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,2.893518518518518e-06,43,Pontosphaera huxleyi
701,20855,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,0.43,day^-1,4.97685e-06,s^-1,9.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,4.9768518518518505e-06,43,Pontosphaera huxleyi
702,20856,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.2916666666666674e-06,43,Pontosphaera huxleyi
703,20857,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,0.93,day^-1,1.07639e-05,s^-1,18.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.076388888888889e-05,43,Pontosphaera huxleyi
704,20858,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,1.21,day^-1,1.40046e-05,s^-1,21.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.400462962962963e-05,43,Pontosphaera huxleyi
705,20859,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,1.09,day^-1,1.26157e-05,s^-1,24.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.2615740740740742e-05,43,Pontosphaera huxleyi
706,20860,MTD2519,Emiliania huxleyi strain G1779Ga,growth rate,0.83,day^-1,9.60648e-06,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,9.606481481481481e-06,43,Pontosphaera huxleyi
707,20861,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.36,day^-1,4.16667e-06,s^-1,6.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,4.166666666666667e-06,44,Pontosphaera huxleyi
708,20862,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.51,day^-1,5.90278e-06,s^-1,9.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,5.902777777777778e-06,44,Pontosphaera huxleyi
709,20863,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.56,day^-1,6.48148e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,6.481481481481483e-06,44,Pontosphaera huxleyi
710,20864,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.72,day^-1,8.33333e-06,s^-1,15.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,8.333333333333334e-06,44,Pontosphaera huxleyi
711,20865,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.95,day^-1,1.09954e-05,s^-1,18.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.099537037037037e-05,44,Pontosphaera huxleyi
712,20866,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.92,day^-1,1.06481e-05,s^-1,21.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.0648148148148148e-05,44,Pontosphaera huxleyi
713,20867,MTD2520,Emiliania huxleyi strain B92/21,growth rate,0.8,day^-1,9.25926e-06,s^-1,24.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,9.25925925925926e-06,44,Pontosphaera huxleyi
714,20869,MTD2521,Emiliania huxleyi strain Van556,growth rate,0.55,day^-1,6.365740000000002e-06,s^-1,6.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,6.365740740740741e-06,45,Pontosphaera huxleyi
715,20870,MTD2521,Emiliania huxleyi strain Van556,growth rate,0.63,day^-1,7.291669999999999e-06,s^-1,9.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.2916666666666674e-06,45,Pontosphaera huxleyi
716,20871,MTD2521,Emiliania huxleyi strain Van556,growth rate,0.66,day^-1,7.638889999999997e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.638888888888887e-06,45,Pontosphaera huxleyi
717,20872,MTD2521,Emiliania huxleyi strain Van556,growth rate,0.76,day^-1,8.796299999999999e-06,s^-1,18.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,8.796296296296297e-06,45,Pontosphaera huxleyi
718,20873,MTD2521,Emiliania huxleyi strain Van556,growth rate,0.59,day^-1,6.8287e-06,s^-1,24.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,6.828703703703702e-06,45,Pontosphaera huxleyi
719,20874,MTD2521,Emiliania huxleyi strain Van556,growth rate,0.01,day^-1,1.15741e-07,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.1574074074074076e-07,45,Pontosphaera huxleyi
720,20875,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,0.17,day^-1,1.96759e-06,s^-1,9.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.9675925925925925e-06,46,Pontosphaera huxleyi
721,20876,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,0.36,day^-1,4.16667e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,4.166666666666667e-06,46,Pontosphaera huxleyi
722,20877,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,0.5,day^-1,5.7870000000000015e-06,s^-1,15.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,5.787037037037038e-06,46,Pontosphaera huxleyi
723,20878,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,0.65,day^-1,7.52315e-06,s^-1,18.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.5231481481481475e-06,46,Pontosphaera huxleyi
724,20879,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,0.87,day^-1,1.00694e-05,s^-1,21.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.0069444444444445e-05,46,Pontosphaera huxleyi
725,20880,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,1.01,day^-1,1.16898e-05,s^-1,24.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.1689814814814815e-05,46,Pontosphaera huxleyi
726,20881,MTD2522,"Emiliania huxleyi strain M181, Bigelow 1A1",growth rate,0.84,day^-1,9.72222e-06,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,9.722222222222224e-06,46,Pontosphaera huxleyi
734,20892,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.3,day^-1,3.47222e-06,s^-1,12.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,3.472222222222222e-06,47,Pontosphaera huxleyi
735,20893,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.42,day^-1,4.86111e-06,s^-1,15.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,4.861111111111111e-06,47,Pontosphaera huxleyi
736,20894,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.65,day^-1,7.52315e-06,s^-1,18.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.5231481481481475e-06,47,Pontosphaera huxleyi
737,20895,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.81,day^-1,9.375e-06,s^-1,21.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,9.375e-06,47,Pontosphaera huxleyi
738,20896,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.88,day^-1,1.01852e-05,s^-1,24.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,1.0185185185185185e-05,47,Pontosphaera huxleyi
739,20897,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.61,day^-1,7.06018e-06,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,7.060185185185186e-06,47,Pontosphaera huxleyi
740,20898,MTD2525,Emiliania huxleyi strain S. Africa,growth rate,0.85,day^-1,9.838e-06,s^-1,27.0,celsius,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Pontosphaera,huxleyi,3.56e-17,m^3,9.837962962962964e-06,47,Pontosphaera huxleyi
741,20899,MTD2526,Eucampia zodiacus,growth rate,0.98,day^-1,1.13426e-05,s^-1,8.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,2e-14,m^3,1.1342592592592592e-05,48,Eucampia zodiacus
742,20900,MTD2526,Eucampia zodiacus,growth rate,1.06,day^-1,1.22685e-05,s^-1,9.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,2e-14,m^3,1.2268518518518519e-05,48,Eucampia zodiacus
743,20901,MTD2526,Eucampia zodiacus,growth rate,1.36,day^-1,1.57407e-05,s^-1,13.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,2e-14,m^3,1.574074074074074e-05,48,Eucampia zodiacus
744,20902,MTD2526,Eucampia zodiacus,growth rate,1.83,day^-1,2.11806e-05,s^-1,15.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,2e-14,m^3,2.118055555555556e-05,48,Eucampia zodiacus
745,20903,MTD2526,Eucampia zodiacus,growth rate,3.08,day^-1,3.56481e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,2e-14,m^3,3.564814814814815e-05,48,Eucampia zodiacus
746,20904,MTD2526,Eucampia zodiacus,growth rate,3.02,day^-1,3.49537e-05,s^-1,25.0,celsius,Chromista,Bacillariophyta,Coscinodiscophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,2e-14,m^3,3.4953703703703695e-05,48,Eucampia zodiacus
751,20912,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.11,day^-1,1.27315e-06,s^-1,10.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,7.720000000000002e-15,m^3,1.273148148148148e-06,49,Fibrocapsa japonica
752,20913,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.18,day^-1,2.08333e-06,s^-1,13.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,5.74e-15,m^3,2.083333333333333e-06,49,Fibrocapsa japonica
753,20914,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.24,day^-1,2.77778e-06,s^-1,17.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,4.41e-15,m^3,2.777777777777777e-06,49,Fibrocapsa japonica
754,20915,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.29,day^-1,3.3564800000000007e-06,s^-1,21.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,3.8e-15,m^3,3.356481481481481e-06,49,Fibrocapsa japonica
755,20916,MTD2528,Fibrocapsa japonica strain CAWR-19,growth rate,0.31,day^-1,3.588e-06,s^-1,25.0,celsius,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica,2.68e-15,m^3,3.5879629629629633e-06,49,Fibrocapsa japonica
