,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species,Forma,AuthorComments,Author,SpeciesID,Carbon,Biovolume,CellVolCubicMeters,GenusSpecies
198,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,atlanticus,,var.skeleton,Derek S.Harbour,119,81.0,942.5890564703631,9.43e-16,Chaetoceros atlanticus
199,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,atlanticus,neapolitanus,,Derek S.Harbour,120,262.036282929229,4417.86466911064,4.42e-15,Chaetoceros atlanticus
200,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,atlanticus,neapolitanus,,Derek S.Harbour,120,8.72901199069215,50.265482457436704,5.03e-17,Chaetoceros atlanticus
201,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,borealis,,,Derek S.Harbour,121,157.54571681507,2261.9467105846497,2.26e-15,Chaetoceros borealis
202,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,borealis,,,Derek S.Harbour,121,275.0,4707.67177978854,4.71e-15,Chaetoceros borealis
203,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,borealis,,,Derek S.Harbour,121,345.71396588277605,6361.725123519311,6.36e-15,Chaetoceros borealis
205,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,calcitrans,,,Derek S.Harbour,123,3.5566929987694103,15.4247779607694,1.54e-17,Chaetoceros calcitrans
206,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,calcitrans,,,Derek S.Harbour,123,4.4,20.4082682117567,2.04e-17,Chaetoceros calcitrans
207,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,compressus,,compressus pa,Derek S.Harbour,124,95.96164114859779,1178.09724509617,1.18e-15,Chaetoceros compressus
208,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,compressus,,,Derek S.Harbour,125,14.5,98.010744273589,9.80e-17,Chaetoceros compressus
209,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,compressus,,,Derek S.Harbour,125,14.518438850169,98.1747704246806,9.82e-17,Chaetoceros compressus
210,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,compressus,,,Derek S.Harbour,125,16.6762219516184,117.809724509618,1.18e-16,Chaetoceros compressus
211,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,compressus,,,Derek S.Harbour,125,20.1176497907046,150.79644737231,1.51e-16,Chaetoceros compressus
212,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,concavicornis,,,Derek S.Harbour,126,100.785834631604,1256.63706143592,1.26e-15,Chaetoceros concavicornis
213,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,concavicornis,,,Derek S.Harbour,126,126.605671410251,1696.4600329384803,1.70e-15,Chaetoceros concavicornis
214,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,concavicornis,,,Derek S.Harbour,126,34.069051312060196,301.592894744621,3.02e-16,Chaetoceros concavicornis
215,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,concavicornis,,,Derek S.Harbour,126,54.93397267211329,565.486677646163,5.65e-16,Chaetoceros concavicornis
216,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,concavicornis,volans,,Derek S.Harbour,127,177.72821556450802,2650.7188014664002,2.65e-15,Chaetoceros concavicornis
217,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,constrictus,,,Derek S.Harbour,128,22.348496522637202,173.17477042468101,1.73e-16,Chaetoceros constrictus
218,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,convolutus,,,Derek S.Harbour,129,54.93397267211329,565.486677646163,5.65e-16,Chaetoceros convolutus
219,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,costatus,,,Derek S.Harbour,130,27.100061315286002,223.17477042468101,2.23e-16,Chaetoceros costatus
220,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,costatus,,,Derek S.Harbour,130,29.0,243.98649417037998,2.44e-16,Chaetoceros costatus
221,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,curvisetus,,,Derek S.Harbour,131,10.6549367386914,65.3429173528853,6.53e-17,Chaetoceros curvisetus
222,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,curvisetus,,,Derek S.Harbour,131,28.860617483697,242.44467859455398,2.42e-16,Chaetoceros curvisetus
223,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,curvisetus,,,Derek S.Harbour,131,45.893699766911,446.34954084936203,4.46e-16,Chaetoceros curvisetus
224,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,curvisetus,,,Derek S.Harbour,131,64.0,691.369938584321,6.91e-16,Chaetoceros curvisetus
225,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,curvisetus,,,Derek S.Harbour,131,87.5745874285363,1044.52431127404,1.04e-15,Chaetoceros curvisetus
226,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,dadayi,,,Derek S.Harbour,132,27.378307724714304,226.194671058465,2.26e-16,Chaetoceros dadayi
227,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,dadayi,,,Derek S.Harbour,132,70.5128567251103,785.398163397449,7.85e-16,Chaetoceros dadayi
228,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,danicus,,,Derek S.Harbour,133,200.0,3096.1995391596,3.10e-15,Chaetoceros danicus
229,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,danicus,,,Derek S.Harbour,133,28.378307724714304,237.127667067101,2.37e-16,Chaetoceros danicus
230,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,danicus,,,Derek S.Harbour,133,28.860617483697,242.44467859455398,2.42e-16,Chaetoceros danicus
231,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,debilis,,,Derek S.Harbour,134,117.773174145179,1542.47779607693,1.54e-15,Chaetoceros debilis
232,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,debilis,,,Derek S.Harbour,134,19.814097044956398,147.809724509617,1.48e-16,Chaetoceros debilis
233,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,debilis,,,Derek S.Harbour,134,27.592956770137,228.530964914874,2.29e-16,Chaetoceros debilis
234,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,debilis,,,Derek S.Harbour,134,28.860617483697,242.44467859455398,2.42e-16,Chaetoceros debilis
235,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,debilis,,,Derek S.Harbour,134,45.893699766911,446.34954084936203,4.46e-16,Chaetoceros debilis
236,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,debilis,,,Derek S.Harbour,134,88.0,1051.2057469496901,1.05e-15,Chaetoceros debilis
237,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,decipiens,,,Derek S.Harbour,135,132.0,1792.20114969238,1.79e-15,Chaetoceros decipiens
238,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,decipiens,,,Derek S.Harbour,135,87.5745874285363,1044.52431127404,1.04e-15,Chaetoceros decipiens
239,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,densus,,,Derek S.Harbour,136,177.72821556450802,2650.7188014664002,2.65e-15,Chaetoceros densus
240,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,densus,,,Derek S.Harbour,136,275.0,4707.67177978854,4.71e-15,Chaetoceros densus
241,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,densus,,,Derek S.Harbour,136,342.465399678839,6283.18530717958,6.28e-15,Chaetoceros densus
242,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,densus,,,Derek S.Harbour,136,81.0,942.5890564703631,9.43e-16,Chaetoceros densus
243,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,diadema,,,Derek S.Harbour,137,132.0,1792.20114969238,1.79e-15,Chaetoceros diadema
244,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,diadema,,,Derek S.Harbour,137,29.0,243.98649417037998,2.44e-16,Chaetoceros diadema
245,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,diadema,,,Derek S.Harbour,137,81.2454778912043,946.349540849361,9.46e-16,Chaetoceros diadema
246,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,didymus,,,Derek S.Harbour,138,60.5460529450759,642.699081698725,6.43e-16,Chaetoceros didymus
247,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,didymus,,,Derek S.Harbour,138,64.0,691.369938584321,6.91e-16,Chaetoceros didymus
248,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,diversus,,,Derek S.Harbour,139,20.751577017600997,157.079632679489,1.57e-16,Chaetoceros diversus
250,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,eibenii,,,Derek S.Harbour,141,275.0,4707.67177978854,4.71e-15,Chaetoceros eibenii
251,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,externus,,,Derek S.Harbour,142,29.0,243.98649417037998,2.44e-16,Chaetoceros externus
252,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,filiforme,,,Derek S.Harbour,143,10.0,60.11008864405579,6.01e-17,Chaetoceros filiforme
254,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,fragilis,,,Derek S.Harbour,145,10.0,60.11008864405579,6.01e-17,Chaetoceros fragilis
255,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,holsaticus,,,Derek S.Harbour,146,15.0,102.48171710304001,1.02e-16,Chaetoceros holsaticus
256,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,laciniosus,,,Derek S.Harbour,147,27.100061315286002,223.17477042468101,2.23e-16,Chaetoceros laciniosus
257,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,laciniosus,,,Derek S.Harbour,147,29.0,243.98649417037998,2.44e-16,Chaetoceros laciniosus
258,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,laciniosus,,,Derek S.Harbour,147,64.35002843007611,696.3495408493629,6.96e-16,Chaetoceros laciniosus
259,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,lauderi,,,Derek S.Harbour,148,200.0,3096.1995391596,3.10e-15,Chaetoceros lauderi
260,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,lorenzianus,,,Derek S.Harbour,149,209.663322969015,3294.5243112740504,3.29e-15,Chaetoceros lorenzianus
261,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,lorenzianus,,,Derek S.Harbour,149,97.0894735716356,1196.34954084936,1.20e-15,Chaetoceros lorenzianus
262,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,messanensis,,,Derek S.Harbour,150,45.893699766911,446.34954084936203,4.46e-16,Chaetoceros messanensis
263,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,messanensis,,,Derek S.Harbour,150,60.8072352950889,646.349540849363,6.46e-16,Chaetoceros messanensis
264,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,mitra,,,Derek S.Harbour,151,100.0,1243.7607347260198,1.24e-15,Chaetoceros mitra
265,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,mitra,,,Derek S.Harbour,151,509.708614858427,10602.8752058655,1.06e-14,Chaetoceros mitra
291,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,neglectus,,,Derek S.Harbour,168,1.7972839662887499,6.2831853071796,6.28e-18,Chaetoceros neglectus
292,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,neogracilis,,,Derek S.Harbour,169,44.1456145808721,424.11500823462194,4.24e-16,Chaetoceros neogracilis
293,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,neogracilis,,,Derek S.Harbour,169,6.832528262800371,36.415926535897896,3.64e-17,Chaetoceros neogracilis
294,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,pelagicus,,,Derek S.Harbour,170,27.100061315286002,223.17477042468101,2.23e-16,Chaetoceros pelagicus
295,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,pelagicus,,,Derek S.Harbour,170,68.4557592652491,755.389670370359,7.55e-16,Chaetoceros pelagicus
296,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,pendulus,,,Derek S.Harbour,171,54.93397267211329,565.486677646163,5.65e-16,Chaetoceros pendulus
297,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,pendulus,,,Derek S.Harbour,171,70.5128567251103,785.398163397449,7.85e-16,Chaetoceros pendulus
298,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,perpusillus,,,Derek S.Harbour,172,26.7508238356519,219.398223686156,2.19e-16,Chaetoceros perpusillus
299,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,perpusillus,,,Derek S.Harbour,172,4.4,20.4082682117567,2.04e-17,Chaetoceros perpusillus
300,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,peruvianus,,,Derek S.Harbour,173,157.54571681507,2261.9467105846497,2.26e-15,Chaetoceros peruvianus
301,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,peruvianus,,,Derek S.Harbour,173,70.5128567251103,785.398163397449,7.85e-16,Chaetoceros peruvianus
302,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,peruvianus,,,Derek S.Harbour,173,85.0644085604913,1005.30964914873,1.01e-15,Chaetoceros peruvianus
303,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,peruvianus,,,Derek S.Harbour,173,85.06440856049142,1005.30964914873,1.01e-15,Chaetoceros peruvianus
304,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,protuberans,,,Derek S.Harbour,174,100.723800909956,1255.6194490192402,1.26e-15,Chaetoceros protuberans
305,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,pseudocurvisetus,,,Derek S.Harbour,175,100.723800909956,1255.6194490192402,1.26e-15,Chaetoceros pseudocurvisetus
306,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,pseudocurvisetus,,,Derek S.Harbour,175,69.91767144420879,776.686926061703,7.77e-16,Chaetoceros pseudocurvisetus
307,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,radicans,,,Derek S.Harbour,176,15.0,102.48171710304001,1.02e-16,Chaetoceros radicans
308,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,radicans,,,Derek S.Harbour,176,16.0,111.564569250124,1.12e-16,Chaetoceros radicans
309,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,rostratus,,,Derek S.Harbour,177,68.35880261701129,753.98223686155,7.54e-16,Chaetoceros rostratus
310,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,saltans,,,Derek S.Harbour,178,150.004666794371,2120.57504117311,2.12e-15,Chaetoceros saltans
311,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,seiracanthus,,,Derek S.Harbour,179,26.7508238356519,219.398223686156,2.19e-16,Chaetoceros seiracanthus
312,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,seiracanthus,,,Derek S.Harbour,179,97.0894735716356,1196.34954084936,1.20e-15,Chaetoceros seiracanthus
313,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,septentrionalis,,,Derek S.Harbour,180,4.4,20.4082682117567,2.04e-17,Chaetoceros septentrionalis
314,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,similis,,,Derek S.Harbour,181,11.0,68.141458949981,6.81e-17,Chaetoceros similis
315,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,similis,,,Derek S.Harbour,181,14.0,93.58820109688021,9.36e-17,Chaetoceros similis
316,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,similis,,,Derek S.Harbour,181,4.4,20.4082682117567,2.04e-17,Chaetoceros similis
317,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,simplex,,,Derek S.Harbour,182,11.0,68.141458949981,6.81e-17,Chaetoceros simplex
318,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,simplex,,,Derek S.Harbour,182,1.16977264254514,3.5707963267949103,3.57e-18,Chaetoceros simplex
319,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,simplex,,,Derek S.Harbour,182,15.0,102.48171710304001,1.02e-16,Chaetoceros simplex
320,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,simplex,,,Derek S.Harbour,182,4.4,20.4082682117567,2.04e-17,Chaetoceros simplex
321,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,socialis,,,Derek S.Harbour,183,10.6549367386914,65.3429173528853,6.53e-17,Chaetoceros socialis
322,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,socialis,,,Derek S.Harbour,183,15.0,102.48171710304001,1.02e-16,Chaetoceros socialis
323,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,socialis,,,Derek S.Harbour,183,8.12070662237818,45.707963267949,4.57e-17,Chaetoceros socialis
325,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,socialis,radians,,Derek S.Harbour,185,15.0,102.48171710304001,1.02e-16,Chaetoceros socialis
326,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,socialis,radians,,Derek S.Harbour,185,8.12070662237818,45.707963267949,4.57e-17,Chaetoceros socialis
327,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,subsecundus,,,Derek S.Harbour,186,118.0,1546.38785673828,1.55e-15,Chaetoceros subsecundus
328,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,subsecundus,,,Derek S.Harbour,186,27.592956770137,228.530964914874,2.29e-16,Chaetoceros subsecundus
329,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,teres,,,Derek S.Harbour,187,141.482497140362,1963.4954084936103,1.96e-15,Chaetoceros teres
330,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,teres,,,Derek S.Harbour,187,214.40551757028098,3392.92006587697,3.39e-15,Chaetoceros teres
332,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,teres,,,Derek S.Harbour,187,443.75598847845197,8835.7293382213,8.84e-15,Chaetoceros teres
333,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,teres,,,Derek S.Harbour,187,500.0,10337.9449745302,1.03e-14,Chaetoceros teres
334,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,tetrastichon,,,Derek S.Harbour,189,177.72821556450802,2650.7188014664002,2.65e-15,Chaetoceros tetrastichon
335,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,throndsenii,,,Derek S.Harbour,190,15.0,102.48171710304001,1.02e-16,Chaetoceros throndsenii
337,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,tortissimus,,,Derek S.Harbour,191,11.0,68.141458949981,6.81e-17,Chaetoceros tortissimus
338,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,tortissimus,,,Derek S.Harbour,191,15.0,102.48171710304001,1.02e-16,Chaetoceros tortissimus
339,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,vixvisibilis,,,Derek S.Harbour,192,44.1456145808721,424.11500823462194,4.24e-16,Chaetoceros vixvisibilis
340,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,wighamii,,,Derek S.Harbour,193,15.0,102.48171710304001,1.02e-16,Chaetoceros wighamii
341,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,willei,,,Derek S.Harbour,194,29.0,243.98649417037998,2.44e-16,Chaetoceros willei
344,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,10μm,Derek S.Harbour,196,477.092585919075,9719.30227204342,9.72e-15,Corethron criophilum
345,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,10μm,Derek S.Harbour,196,81.419839988476,949.022780771915,9.49e-16,Corethron criophilum
346,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,15μm,Derek S.Harbour,197,409.608097968726,7952.156404399159,7.95e-15,Corethron criophilum
347,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,30μm,Derek S.Harbour,198,1074.13337356764,28274.333882308198,2.83e-14,Corethron criophilum
349,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,30μm,Derek S.Harbour,198,970.4749520189889,24740.042147019598,2.47e-14,Corethron criophilum
351,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,50μm,Derek S.Harbour,200,2481.34705061802,85084.8010347236,8.51e-14,Corethron criophilum
