,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,GenusSpecies
121510,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.091,day^-1,1.05324e-06,s^-1,12.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
121610,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.14800000000000002,day^-1,1.7130000000000002e-06,s^-1,13.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
121710,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.14800000000000002,day^-1,1.7130000000000002e-06,s^-1,14.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
121810,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.195,day^-1,2.25694e-06,s^-1,15.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
121910,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.188,day^-1,2.1759299999999998e-06,s^-1,16.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122010,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.245,day^-1,2.83565e-06,s^-1,18.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122110,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.212,day^-1,2.4537e-06,s^-1,19.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122210,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.255,day^-1,2.95139e-06,s^-1,20.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122310,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.252,day^-1,2.9166700000000004e-06,s^-1,21.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122410,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.264,day^-1,3.0555599999999998e-06,s^-1,22.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122510,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.284,day^-1,3.287e-06,s^-1,23.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122610,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.292,day^-1,3.37963e-06,s^-1,24.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122710,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.27699999999999997,day^-1,3.2060000000000003e-06,s^-1,25.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122810,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.31,day^-1,3.588e-06,s^-1,26.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
122910,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.28800000000000003,day^-1,3.3333300000000003e-06,s^-1,27.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123010,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.28800000000000003,day^-1,3.3333300000000003e-06,s^-1,28.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123110,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.314,day^-1,3.63426e-06,s^-1,29.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123210,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.31,day^-1,3.588e-06,s^-1,30.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123310,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.29100000000000004,day^-1,3.3680599999999997e-06,s^-1,31.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123410,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.309,day^-1,3.57639e-06,s^-1,32.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123510,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.312,day^-1,3.61111e-06,s^-1,33.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123610,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.263,day^-1,3.0439999999999996e-06,s^-1,34.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123710,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.158,day^-1,1.8287e-06,s^-1,36.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123810,MTD4742,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",growth rate,0.047,day^-1,5.44e-07,s^-1,36.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Synechococcales,Merismopediaceae,Anacystis,incerta,,,Anacystis incerta
123910,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.013999999999999999,day^-1,1.62e-07,s^-1,12.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124010,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.062,day^-1,7.175929999999999e-07,s^-1,13.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124110,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.09300000000000001,day^-1,1.07639e-06,s^-1,14.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124210,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.127,day^-1,1.4699100000000002e-06,s^-1,15.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124310,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.153,day^-1,1.77083e-06,s^-1,17.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124410,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.16399999999999998,day^-1,1.89815e-06,s^-1,18.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124510,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.205,day^-1,2.37269e-06,s^-1,19.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124610,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.222,day^-1,2.56944e-06,s^-1,21.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124710,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.21899999999999997,day^-1,2.53472e-06,s^-1,22.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124810,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.24,day^-1,2.77778e-06,s^-1,23.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
124910,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.256,day^-1,2.9630000000000003e-06,s^-1,24.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125010,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.27699999999999997,day^-1,3.2060000000000003e-06,s^-1,25.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125110,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.266,day^-1,3.0787e-06,s^-1,26.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125210,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.266,day^-1,3.0787e-06,s^-1,27.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125310,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.27399999999999997,day^-1,3.1713e-06,s^-1,28.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125410,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.263,day^-1,3.0439999999999996e-06,s^-1,29.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125510,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.266,day^-1,3.0787e-06,s^-1,30.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125610,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.278,day^-1,3.21759e-06,s^-1,31.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125710,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.281,day^-1,3.25231e-06,s^-1,32.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
125810,MTD4743,Microcystis aeruginosa strain Berkeley 7005,growth rate,0.27699999999999997,day^-1,3.2060000000000003e-06,s^-1,34.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,Microcystis aeruginosa
129110,MTD4746,Planktothrix agardhii,growth rate,0.254,day^-1,2.93981e-06,s^-1,12.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129210,MTD4746,Planktothrix agardhii,growth rate,0.44,day^-1,5.09259e-06,s^-1,16.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129310,MTD4746,Planktothrix agardhii,growth rate,0.534,day^-1,6.18056e-06,s^-1,20.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129410,MTD4746,Planktothrix agardhii,growth rate,0.561,day^-1,6.49306e-06,s^-1,24.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129510,MTD4746,Planktothrix agardhii,growth rate,0.591,day^-1,6.84028e-06,s^-1,27.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129610,MTD4746,Planktothrix agardhii,growth rate,0.491,day^-1,5.682869999999999e-06,s^-1,27.5,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129710,MTD4747,Planktothrix agardhii,growth rate,0.364,day^-1,4.213e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129810,MTD4747,Planktothrix agardhii,growth rate,0.37799999999999995,day^-1,4.375e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
129910,MTD4747,Planktothrix agardhii,growth rate,0.42,day^-1,4.86111e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130010,MTD4747,Planktothrix agardhii,growth rate,0.616,day^-1,7.129630000000001e-06,s^-1,28.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130110,MTD4747,Planktothrix agardhii,growth rate,0.644,day^-1,7.4537e-06,s^-1,28.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130210,MTD4747,Planktothrix agardhii,growth rate,0.7140000000000001,day^-1,8.263889999999998e-06,s^-1,32.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130310,MTD4747,Planktothrix agardhii,growth rate,0.7559999999999999,day^-1,8.75e-06,s^-1,32.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130410,MTD4747,Planktothrix agardhii,growth rate,0.37799999999999995,day^-1,4.375e-06,s^-1,36.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130510,MTD4747,Planktothrix agardhii,growth rate,0.434,day^-1,5.02315e-06,s^-1,36.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii,,,Planktothrix agardhii
130610,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,0.078,day^-1,9.02778e-07,s^-1,25.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
130710,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,0.812,day^-1,9.39815e-06,s^-1,26.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
130810,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,0.812,day^-1,9.39815e-06,s^-1,27.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
130910,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,1.2,day^-1,1.3888900000000002e-05,s^-1,28.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131010,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,1.2,day^-1,1.3888900000000002e-05,s^-1,29.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131110,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,1.2,day^-1,1.3888900000000002e-05,s^-1,30.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131210,MTD4748,Crocosphaera watsonii strain A 2.5,growth rate,0.078,day^-1,9.02778e-07,s^-1,31.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131310,MTD4749,Crocosphaera watsonii strain P-3,growth rate,0.078,day^-1,9.02778e-07,s^-1,25.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131410,MTD4749,Crocosphaera watsonii strain P-3,growth rate,0.802,day^-1,9.282410000000002e-06,s^-1,26.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131510,MTD4749,Crocosphaera watsonii strain P-3,growth rate,0.802,day^-1,9.282410000000002e-06,s^-1,27.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131610,MTD4749,Crocosphaera watsonii strain P-3,growth rate,1.02,day^-1,1.18056e-05,s^-1,28.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131710,MTD4749,Crocosphaera watsonii strain P-3,growth rate,1.02,day^-1,1.18056e-05,s^-1,29.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131810,MTD4749,Crocosphaera watsonii strain P-3,growth rate,1.06,day^-1,1.22685e-05,s^-1,30.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
131910,MTD4749,Crocosphaera watsonii strain P-3,growth rate,0.078,day^-1,9.02778e-07,s^-1,31.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132010,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.078,day^-1,9.02778e-07,s^-1,25.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132110,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.078,day^-1,9.02778e-07,s^-1,26.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132210,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.09300000000000001,day^-1,1.07639e-06,s^-1,27.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132310,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.491,day^-1,5.682869999999999e-06,s^-1,28.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132410,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.491,day^-1,5.682869999999999e-06,s^-1,29.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132510,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.078,day^-1,9.02778e-07,s^-1,30.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
132610,MTD4750,Crocosphaera watsonii strain P-7,growth rate,0.078,day^-1,9.02778e-07,s^-1,31.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Crocosphaera,watsonii,,,Crocosphaera watsonii
141810,MTD4769,Spirulina platensis var. tenuis,growth rate,0.0181,day^-1,2.09491e-07,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
141910,MTD4769,Spirulina platensis var. tenuis,growth rate,0.1274,day^-1,1.47454e-06,s^-1,25.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
142010,MTD4769,Spirulina platensis var. tenuis,growth rate,0.1347,day^-1,1.559e-06,s^-1,30.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
142110,MTD4769,Spirulina platensis var. tenuis,growth rate,0.1419,day^-1,1.6423599999999999e-06,s^-1,32.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
142210,MTD4769,Spirulina platensis var. tenuis,growth rate,0.1376,day^-1,1.59259e-06,s^-1,35.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
142310,MTD4769,Spirulina platensis var. tenuis,growth rate,0.1216,day^-1,1.4074100000000001e-06,s^-1,37.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
142410,MTD4769,Spirulina platensis var. tenuis,growth rate,0.0101,day^-1,1.16898e-07,s^-1,40.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Pseudoanabaenaceae,Spirulina,platensis,,,Spirulina platensis
142510,MTD4770,Arthrospira fusiformis,growth rate,0.008,day^-1,9.25926e-08,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
142610,MTD4770,Arthrospira fusiformis,growth rate,0.1122,day^-1,1.2986099999999998e-06,s^-1,25.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
142710,MTD4770,Arthrospira fusiformis,growth rate,0.1296,day^-1,1.5e-06,s^-1,30.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
142810,MTD4770,Arthrospira fusiformis,growth rate,0.1347,day^-1,1.559e-06,s^-1,32.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
142910,MTD4770,Arthrospira fusiformis,growth rate,0.1426,day^-1,1.6504599999999999e-06,s^-1,35.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
143010,MTD4770,Arthrospira fusiformis,growth rate,0.1549,day^-1,1.7928200000000001e-06,s^-1,37.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
143110,MTD4770,Arthrospira fusiformis,growth rate,0.0485,day^-1,5.61343e-07,s^-1,40.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Arthrospira,fusiformis,,,Arthrospira fusiformis
222910,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.05281040000000001,day^-1,6.11232e-07,s^-1,18.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223010,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.0684007,day^-1,7.91675e-07,s^-1,18.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223110,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.0560191,day^-1,6.4837e-07,s^-1,18.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223210,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.0553428,day^-1,6.40541e-07,s^-1,18.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223310,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.124577,day^-1,1.44186e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223410,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.14593699999999998,day^-1,1.68908e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223510,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.11915899999999999,day^-1,1.37915e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223610,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.12318599999999999,day^-1,1.42577e-06,s^-1,20.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
223710,MTD4847,Trichodesmium erythraeum strain KO4_20,growth rate,0.1634,day^-1,1.8912e-06,s^-1,22.0,celsius,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum,,,Trichodesmium erythraeum
